feature,1,2,3,4,5,6,7,8,9,10
DIAMETER_entropy,0.0005328307754794383,0.00035449764797562005,0.0003787075984038651,0.00043004262544216404,0.0003565240235060745,0.0004163431368377444,0.00047359527277546,0.00044032913160609955,0.0004755414758442722,0.00042720712659879506
cl_num_mean,0.0009303002704863619,0.000990283721168887,0.0010516932831774342,0.0009569495967689853,0.0008460443434011573,0.0009546947141870889,0.0009500907792681026,0.000878720808333701,0.0010555781780171199,0.0008038912250321758
cl_num_coeff_variation,0.0005596771475762568,0.0005726949614741969,0.0006474034337704413,0.000704983358337989,0.0006118474999091227,0.0006308662597109333,0.0006429959712026176,0.0006822933141813083,0.0006611113341447382,0.0006120165058198995
cl_num_min,0.0007801917787524892,0.0009475333444420068,0.0007982103067093789,0.0008711654812401054,0.0008140119933277926,0.0009208058668017735,0.0007970643438935352,0.0008085606982983292,0.0007491158797585348,0.0009913539666422332
cl_num_max,0.0007177659738984857,0.000694442578671273,0.0006954105231098175,0.0008467162088882453,0.0005749387217401328,0.0007611037410337641,0.0005632584506773069,0.0006475153488688356,0.0006936860912059081,0.0006790862220943055
cl_num_q90,0.0006867296020267334,0.0008082027471849828,0.0007643089956763593,0.0009817519077912477,0.0008705106501709696,0.0009051671801481967,0.000669598553644199,0.0008304707607660261,0.0008640268024134423,0.000679064299893573
cl_num_q10,0.0010071461719612313,0.0009191727032027401,0.0012912569465951546,0.0009049933782113833,0.0009827211140814736,0.001010606874117627,0.0013321777072902348,0.0008574562386178601,0.000999737380918632,0.000951105270028006
cl_num_q75,0.0007666080468010876,0.0008521547776707446,0.00086295167391658,0.0008018389397789216,0.0006991321951485276,0.0008075122178881744,0.0007617803892230307,0.0009283142831183913,0.0008734257846608134,0.0008901673125436485
cl_num_q25,0.0009928130151623381,0.0009474561586455336,0.001289095772071108,0.0010192107492474807,0.0011133858258485596,0.00089059853439133,0.0011138940718751053,0.001190636279171951,0.0011999811942243097,0.0010920093942559652
cl_num_q50,0.0008639467785644962,0.0007230739703591509,0.0009603396629592289,0.0010093568585899622,0.0009134937981935615,0.0010317305273390262,0.0010335349979714824,0.0006301167975897756,0.0008975972808622708,0.0007355830751806618
